
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
1	Advertising Agencies	3.66%	-6.32%	18.46%	-14.87%	50.41%	-11.17%	1.73	48.27M	0.91	3.79%	43.22M
2	Aerospace & Defense	2.93%	6.12%	20.18%	24.82%	37.89%	26.88%	1.82	156.24M	1.19	0.66%	184.23M
3	Agricultural Inputs	-1.17%	3.59%	19.73%	24.56%	22.28%	25.04%	2.09	19.84M	0.55	0.56%	10.80M
4	Airlines	3.66%	0.71%	13.04%	-9.38%	0.61%	-7.05%	1.74	142.40M	0.53	0.37%	74.65M
5	Airports & Air Services	7.75%	5.05%	28.34%	21.56%	38.51%	25.11%	2.52	24.22M	2.75	2.79%	65.91M
6	Aluminum	3.20%	8.25%	3.13%	-12.92%	-21.68%	-11.07%	1.66	10.42M	0.59	2.06%	6.10M
7	Apparel Manufacturing	2.43%	-4.22%	1.97%	-17.40%	-3.02%	-16.40%	2.19	49.55M	0.54	0.03%	26.40M
8	Apparel Retail	0.56%	-6.95%	1.83%	-12.24%	-2.97%	-11.18%	1.85	59.01M	0.58	0.31%	33.77M
9	Asset Management	4.95%	5.62%	10.31%	-4.11%	24.62%	-2.02%	1.98	157.02M	0.72	-0.05%	111.44M
10	Auto & Truck Dealerships	2.09%	5.48%	25.21%	11.50%	45.87%	16.05%	1.96	22.44M	0.70	2.02%	15.45M
11	Auto Manufacturers	-5.30%	-8.64%	13.33%	-23.02%	26.78%	-15.84%	2.41	499.79M	0.67	-1.48%	330.45M
12	Auto Parts	1.19%	0.80%	3.52%	6.33%	10.47%	7.80%	1.84	107.14M	1.12	0.90%	118.93M
13	Banks - Diversified	3.73%	6.14%	14.21%	19.04%	37.39%	19.67%	1.88	143.17M	0.73	0.55%	102.89M
14	Banks - Regional	3.36%	3.71%	10.75%	9.80%	27.23%	11.32%	1.86	374.66M	1.08	0.11%	401.24M
15	Beverages - Brewers	-2.06%	-4.36%	3.37%	15.31%	1.09%	17.02%	1.78	41.40M	1.29	0.75%	52.81M
16	Beverages - Non-Alcoholic	1.28%	-0.39%	-2.13%	4.38%	0.47%	4.98%	1.90	64.71M	0.64	0.85%	40.68M
